,0
2998,1
2999,0
3000,0
3001,1
3002,0
3003,0
3004,1
3005,0
3006,1
3007,0
3008,1
3009,0
3010,0
3011,2
3012,0
3013,3
3014,1
3015,0
3016,1
3017,2
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,1
3025,1
3026,2
3027,0
3028,0
3029,0
3030,1
3031,1
3032,2
3033,1
3034,1
3035,4
3036,0
3037,1
3038,2
3039,0
3040,2
3041,0
3042,1
3043,0
3044,0
3045,3
3046,0
3047,1
3048,0
3049,1
3050,1
3051,1
3052,0
3053,1
3054,2
3055,0
3056,1
3057,0
3058,1
3059,0
3060,0
3061,2
3062,3
3063,0
3064,1
3065,0
3066,0
3067,1
3068,0
3069,1
3070,1
3071,0
3072,0
3073,1
3074,0
3075,0
3076,1
3077,1
3078,3
3079,0
3080,1
3081,0
3082,0
3083,1
3084,0
3085,1
3086,0
3087,1
3088,0
3089,0
3090,2
3091,0
3092,0
3093,1
3094,0
3095,1
3096,1
3097,0
3098,0
3099,0
3100,1
3101,1
3102,2
3103,1
3104,2
3105,1
3106,2
3107,0
3108,2
3109,1
3110,1
3111,0
3112,1
3113,0
3114,0
3115,0
3116,1
3117,0
3118,2
3119,0
3120,1
3121,0
3122,0
3123,2
3124,0
3125,1
3126,0
3127,1
3128,0
3129,1
3130,1
3131,1
3132,0
3133,2
3134,0
3135,1
3136,0
3137,1
3138,1
3139,1
3140,0
3141,0
3142,0
3143,1
3144,2
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,1
3152,2
3153,0
3154,0
3155,1
3156,1
3157,0
3158,0
3159,0
3160,0
3161,2
3162,0
3163,1
3164,0
3165,1
3166,0
3167,1
3168,0
3169,0
3170,1
3171,1
3172,0
3173,0
3174,0
3175,0
3176,1
3177,1
3178,1
3179,1
3180,2
3181,0
3182,1
3183,1
3184,0
3185,1
3186,1
3187,0
3188,1
3189,1
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,2
3197,1
3198,0
3199,0
3200,1
3201,0
3202,0
3203,0
3204,1
3205,2
3206,0
3207,0
3208,0
3209,0
3210,0
3211,0
3212,0
3213,0
3214,0
3215,1
3216,2
3217,1
3218,0
3219,2
3220,0
3221,0
3222,0
3223,0
3224,2
3225,2
3226,0
3227,2
3228,1
3229,2
3230,3
3231,1
3232,0
3233,0
3234,1
3235,2
3236,1
3237,0
3238,0
3239,1
3240,3
3241,0
3242,0
3243,0
3244,0
3245,2
3246,1
3247,1
3248,0
3249,1
3250,1
3251,0
3252,0
3253,0
3254,0
3255,0
3256,2
3257,1
3258,2
3259,1
3260,0
3261,1
3262,2
3263,1
3264,0
3265,1
3266,1
3267,0
3268,0
3269,0
3270,1
3271,0
3272,1
3273,0
3274,0
3275,0
3276,0
3277,0
3278,0
3279,0
3280,1
3281,0
3282,4
3283,1
3284,0
3285,1
3286,1
3287,0
3288,0
3289,0
3290,0
3291,2
3292,0
3293,0
3294,0
3295,2
3296,0
3297,3
3298,1
3299,1
3300,0
3301,0
3302,0
3303,0
3304,1
3305,0
3306,3
3307,0
3308,0
3309,0
3310,1
3311,0
3312,1
3313,1
3314,0
3315,1
3316,2
3317,1
3318,2
3319,0
3320,0
3321,0
3322,1
3323,0
3324,1
3325,0
3326,2
3327,0
3328,1
3329,2
3330,1
3331,0
3332,0
3333,0
3334,0
3335,0
3336,2
3337,0
3338,0
3339,0
3340,1
3341,0
3342,1
3343,2
3344,2
3345,1
3346,1
3347,0
3348,2
3349,0
3350,0
3351,0
3352,0
3353,0
3354,1
3355,0
3356,1
3357,0
3358,0
3359,1
3360,1
3361,1
3362,0
3363,0
3364,0
3365,1
3366,0
3367,0
3368,0
3369,0
3370,4
3371,0
3372,1
3373,0
3374,1
3375,0
3376,0
3377,2
3378,1
3379,2
3380,0
3381,1
3382,0
3383,1
3384,1
3385,1
3386,6
3387,1
3388,1
3389,5
3390,0
3391,0
3392,3
3393,0
3394,0
3395,1
3396,0
3397,2
3398,1
3399,0
3400,1
3401,0
3402,1
3403,0
3404,1
3405,0
3406,1
3407,0
3408,2
3409,2
3410,0
3411,0
3412,1
3413,2
3414,0
3415,0
3416,0
3417,0
3418,1
3419,0
3420,0
3421,1
3422,0
3423,1
3424,0
3425,2
3426,0
3427,1
3428,3
3429,0
3430,1
3431,2
3432,1
3433,1
3434,0
3435,2
3436,2
3437,1
3438,0
3439,1
3440,1
3441,0
3442,0
3443,2
3444,1
3445,1
3446,1
3447,0
3448,3
3449,0
3450,5
3451,1
3452,1
3453,0
3454,3
3455,0
3456,0
3457,1
3458,1
3459,0
3460,0
3461,0
3462,1
3463,2
3464,0
3465,1
3466,4
3467,1
3468,1
3469,0
3470,0
3471,0
3472,0
3473,3
3474,1
3475,0
3476,0
3477,1
3478,0
3479,1
3480,0
3481,0
3482,1
3483,0
3484,1
3485,0
3486,0
3487,2
3488,0
3489,0
3490,1
3491,2
3492,0
3493,1
3494,0
3495,1
3496,0
3497,1
3498,2
3499,1
3500,1
3501,1
3502,4
3503,2
3504,1
3505,3
3506,0
3507,1
3508,2
3509,0
3510,1
3511,0
3512,0
3513,1
3514,0
3515,0
3516,0
3517,0
3518,2
3519,1
3520,0
3521,0
3522,2
3523,1
3524,0
3525,1
3526,1
3527,0
3528,0
3529,0
3530,0
3531,0
3532,2
3533,0
3534,1
3535,1
3536,2
3537,1
3538,1
3539,2
3540,1
3541,1
3542,1
3543,1
3544,1
3545,0
3546,1
3547,0
3548,0
3549,0
3550,1
3551,0
3552,0
3553,1
3554,0
3555,1
3556,1
3557,0
3558,2
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0
3566,0
3567,1
3568,1
3569,0
3570,0
3571,0
3572,0
3573,1
3574,0
3575,1
3576,1
3577,1
3578,1
3579,0
3580,1
3581,0
3582,2
3583,1
3584,2
3585,1
3586,0
3587,0
3588,2
3589,0
3590,1
3591,2
3592,0
3593,1
3594,1
3595,1
3596,0
3597,1
3598,0
3599,0
3600,0
3601,3
3602,0
3603,1
3604,0
3605,1
3606,0
3607,1
3608,0
3609,2
3610,0
3611,1
3612,5
3613,1
3614,1
3615,2
3616,1
3617,0
3618,0
3619,1
3620,0
3621,0
3622,0
3623,0
3624,2
3625,2
3626,0
3627,2
3628,0
3629,1
3630,1
3631,2
3632,1
3633,0
3634,0
3635,1
3636,0
3637,1
3638,0
3639,0
3640,1
3641,1
3642,0
3643,1
3644,1
3645,1
3646,2
3647,0
3648,0
3649,0
3650,0
3651,1
3652,0
3653,0
3654,0
3655,0
3656,1
3657,1
3658,1
3659,0
3660,2
3661,1
3662,0
3663,0
3664,0
3665,4
3666,2
3667,0
3668,2
3669,0
3670,0
3671,1
3672,1
3673,1
3674,2
3675,1
3676,0
3677,1
3678,0
3679,0
3680,0
3681,0
3682,0
3683,1
3684,0
3685,1
3686,1
3687,1
3688,0
3689,0
3690,0
3691,0
3692,0
3693,1
3694,1
3695,0
3696,0
3697,0
3698,1
3699,0
3700,0
3701,0
3702,2
3703,0
3704,1
3705,2
3706,1
3707,0
3708,1
3709,0
3710,0
3711,1
3712,1
3713,1
3714,0
3715,1
3716,0
3717,0
3718,1
3719,1
3720,0
3721,2
3722,0
3723,0
3724,0
3725,1
3726,0
3727,0
3728,0
3729,0
3730,4
3731,1
3732,0
3733,1
3734,0
3735,1
3736,2
3737,1
3738,1
3739,1
3740,0
3741,1
3742,2
3743,1
3744,0
3745,0
3746,2
3747,1
3748,1
3749,0
3750,2
3751,1
3752,1
3753,2
3754,1
3755,0
3756,1
3757,0
3758,1
3759,0
3760,1
3761,2
3762,0
3763,1
3764,0
3765,2
3766,2
3767,1
3768,0
3769,0
3770,0
3771,1
3772,1
3773,0
3774,1
3775,1
3776,1
3777,1
3778,1
3779,1
3780,0
3781,0
3782,0
3783,2
3784,0
3785,0
3786,2
3787,1
3788,0
3789,1
3790,0
3791,0
3792,1
3793,1
3794,0
3795,2
3796,0
3797,0
3798,0
3799,1
3800,1
3801,0
3802,1
3803,1
3804,0
3805,0
3806,0
3807,1
3808,1
3809,1
3810,2
3811,1
3812,1
3813,0
3814,2
3815,1
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,2
3825,0
3826,2
3827,0
3828,1
3829,0
3830,2
3831,1
3832,2
3833,0
3834,1
3835,1
3836,1
3837,2
3838,1
3839,3
3840,0
3841,0
3842,1
3843,0
3844,0
3845,2
3846,0
3847,1
3848,1
3849,1
3850,0
3851,2
3852,1
3853,2
3854,0
3855,0
3856,1
3857,1
3858,0
3859,0
3860,2
3861,1
3862,3
3863,0
3864,0
3865,0
3866,1
3867,0
3868,0
3869,1
3870,2
3871,0
3872,1
3873,0
3874,0
3875,2
3876,0
3877,0
3878,0
3879,3
3880,1
3881,1
3882,2
3883,2
3884,0
3885,0
3886,1
3887,0
3888,1
3889,0
3890,0
3891,1
3892,0
3893,1
3894,0
3895,0
3896,1
3897,1
3898,4
3899,0
3900,2
3901,2
3902,0
3903,3
3904,0
3905,0
3906,0
3907,2
3908,1
3909,0
3910,0
3911,1
3912,1
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,1
3920,1
3921,0
3922,1
3923,0
3924,1
3925,1
3926,1
3927,1
3928,0
3929,0
3930,2
3931,1
3932,2
3933,1
3934,2
3935,1
3936,0
3937,0
3938,0
3939,0
3940,2
3941,1
3942,0
3943,2
3944,1
3945,0
3946,0
3947,0
3948,1
3949,2
3950,0
3951,1
3952,0
3953,0
3954,1
3955,0
3956,0
3957,1
3958,2
3959,1
3960,0
3961,1
3962,2
3963,1
3964,1
3965,0
3966,1
3967,0
3968,0
3969,1
3970,1
3971,0
3972,0
3973,1
3974,1
3975,1
3976,1
3977,1
3978,0
3979,1
3980,1
3981,1
3982,1
3983,0
3984,1
3985,0
3986,1
3987,1
3988,1
3989,1
3990,0
3991,0
3992,1
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,1
4000,0
4001,1
4002,1
4003,0
4004,0
4005,0
4006,1
4007,0
4008,2
4009,0
4010,0
4011,1
4012,2
4013,1
4014,0
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,2
4023,0
4024,0
4025,0
4026,0
4027,1
4028,0
4029,0
4030,0
4031,3
4032,3
4033,2
4034,0
4035,0
4036,1
4037,1
4038,2
4039,1
4040,0
4041,1
4042,0
4043,3
4044,1
4045,1
4046,1
4047,1
4048,0
4049,0
4050,1
4051,0
4052,1
4053,0
4054,2
4055,1
4056,0
4057,0
4058,0
4059,1
4060,0
4061,2
4062,2
4063,1
4064,1
4065,2
4066,0
4067,0
4068,0
4069,0
4070,0
4071,1
4072,0
4073,0
4074,1
4075,0
4076,1
4077,0
4078,0
4079,0
4080,4
4081,1
4082,0
4083,0
4084,0
4085,1
4086,1
4087,0
4088,0
4089,1
4090,1
4091,1
4092,1
4093,1
4094,0
4095,2
4096,1
4097,2
4098,1
4099,0
4100,0
4101,2
4102,0
4103,1
4104,0
4105,0
4106,0
4107,1
4108,0
4109,0
4110,2
4111,1
4112,0
4113,1
4114,0
4115,0
4116,1
4117,1
4118,0
4119,1
4120,0
4121,0
4122,0
4123,0
4124,1
4125,0
4126,1
4127,0
4128,0
4129,3
4130,0
4131,1
4132,0
4133,1
4134,0
4135,0
4136,1
4137,1
4138,0
4139,0
4140,0
4141,0
4142,0
4143,1
4144,0
4145,1
4146,0
4147,0
4148,0
4149,1
4150,1
4151,2
4152,1
4153,2
4154,0
4155,0
4156,0
4157,1
4158,1
4159,0
4160,1
4161,0
4162,1
4163,0
4164,1
4165,0
4166,3
4167,0
4168,1
4169,1
4170,0
4171,1
4172,1
4173,0
4174,0
4175,1
4176,0
4177,1
4178,0
4179,1
4180,1
4181,0
4182,1
4183,2
4184,0
4185,1
4186,0
4187,2
4188,1
4189,1
4190,1
4191,2
4192,0
4193,0
4194,0
4195,2
4196,0
4197,0
4198,1
4199,0
4200,2
4201,1
4202,1
4203,0
4204,2
4205,1
4206,2
4207,1
4208,0
4209,3
4210,0
4211,0
4212,1
4213,1
4214,0
4215,1
4216,0
4217,1
4218,2
4219,1
4220,2
4221,1
4222,1
4223,0
4224,1
4225,0
4226,0
4227,1
4228,1
4229,0
4230,1
4231,0
4232,0
4233,0
4234,0
4235,1
4236,0
4237,1
4238,1
4239,0
4240,0
4241,1
4242,2
4243,0
4244,0
4245,0
4246,2
4247,0
4248,2
4249,0
4250,1
4251,2
4252,0
4253,0
4254,0
4255,3
4256,0
4257,0
4258,1
4259,3
4260,1
4261,0
4262,0
4263,0
4264,1
4265,3
4266,2
4267,0
4268,1
4269,0
4270,0
4271,1
4272,0
4273,0
4274,0
4275,0
4276,1
4277,0
4278,0
4279,1
4280,1
4281,0
4282,0
4283,0
4284,1
4285,0
4286,0
4287,1
4288,1
4289,1
4290,2
4291,1
4292,2
4293,0
4294,0
4295,0
4296,5
4297,0
4298,0
4299,1
4300,1
4301,0
4302,0
4303,4
4304,1
4305,0
4306,0
4307,1
4308,0
4309,0
4310,0
4311,0
4312,0
4313,2
4314,2
4315,0
4316,0
4317,0
4318,1
4319,0
4320,0
4321,0
4322,2
4323,0
4324,0
4325,2
4326,1
4327,1
4328,1
4329,0
4330,1
4331,1
4332,1
4333,1
4334,0
4335,1
4336,0
4337,2
4338,1
4339,2
4340,2
4341,0
4342,0
4343,2
4344,0
4345,0
4346,1
4347,0
4348,0
4349,1
4350,0
4351,0
4352,0
4353,0
4354,0
4355,0
4356,0
4357,1
4358,1
4359,1
4360,0
4361,1
4362,1
4363,0
4364,1
4365,1
4366,0
4367,2
4368,0
4369,4
4370,1
4371,1
4372,1
4373,1
4374,0
4375,2
4376,1
4377,1
4378,0
4379,0
4380,3
4381,1
4382,1
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,3
4390,0
4391,0
4392,0
4393,0
4394,0
4395,1
4396,0
4397,0
4398,1
4399,0
4400,0
4401,0
4402,1
4403,0
4404,0
4405,1
4406,2
4407,2
4408,1
4409,0
4410,1
4411,0
4412,2
4413,0
4414,1
4415,1
4416,0
4417,1
4418,1
4419,0
4420,0
4421,1
4422,1
4423,0
4424,1
4425,0
4426,0
4427,0
4428,0
4429,1
4430,0
4431,0
4432,2
4433,1
4434,0
4435,2
4436,0
4437,0
4438,3
4439,3
4440,2
4441,0
4442,2
4443,0
4444,0
4445,0
4446,1
4447,1
4448,0
4449,2
4450,0
4451,1
4452,0
4453,1
4454,0
4455,0
4456,2
4457,4
4458,0
4459,1
4460,0
4461,2
4462,2
4463,1
4464,0
4465,0
4466,1
4467,0
4468,0
4469,1
4470,3
4471,0
4472,2
4473,0
4474,0
4475,0
4476,1
4477,1
4478,0
4479,0
4480,1
4481,1
4482,0
4483,1
4484,0
4485,2
4486,0
4487,1
4488,0
4489,0
4490,2
4491,1
4492,0
4493,0
4494,1
4495,1
4496,1
4497,3
4498,1
4499,0
4500,1
4501,0
4502,1
4503,1
4504,2
4505,2
4506,1
4507,3
4508,1
4509,1
4510,0
4511,1
4512,2
4513,1
4514,1
4515,0
4516,0
4517,1
4518,0
4519,1
4520,2
4521,2
4522,1
4523,0
4524,0
4525,0
4526,2
4527,2
4528,0
4529,3
4530,0
4531,1
4532,0
4533,2
4534,2
4535,1
4536,0
4537,0
4538,4
4539,0
4540,0
4541,0
4542,3
4543,0
4544,3
4545,1
4546,0
4547,1
4548,0
4549,0
4550,1
4551,0
4552,1
4553,0
4554,0
4555,1
4556,2
4557,0
4558,1
4559,0
4560,1
4561,0
4562,2
4563,1
4564,1
4565,0
4566,0
4567,1
4568,3
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,1
4577,1
4578,1
4579,1
4580,3
4581,1
4582,0
4583,1
4584,0
4585,1
4586,1
4587,1
4588,1
4589,0
4590,2
4591,0
4592,1
4593,0
4594,1
4595,0
4596,3
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,1
4605,0
4606,0
4607,1
4608,1
4609,1
4610,0
4611,2
4612,0
4613,0
4614,1
4615,0
4616,1
4617,1
4618,0
4619,1
4620,0
4621,1
4622,0
4623,2
4624,1
4625,0
4626,0
4627,0
4628,0
4629,0
4630,0
4631,1
4632,1
4633,2
4634,0
4635,1
4636,0
4637,1
4638,0
4639,0
4640,1
4641,0
4642,1
4643,1
4644,0
4645,0
4646,0
4647,2
4648,2
4649,1
4650,0
4651,0
4652,1
4653,0
4654,4
4655,1
4656,1
4657,1
4658,0
4659,0
4660,0
4661,0
4662,1
4663,1
4664,1
4665,0
4666,0
4667,1
4668,0
4669,0
4670,0
4671,1
4672,0
4673,1
4674,0
4675,0
4676,1
4677,1
4678,0
4679,0
4680,0
4681,0
4682,1
4683,0
4684,1
4685,0
4686,2
4687,0
4688,2
4689,1
4690,1
4691,1
4692,0
4693,1
4694,1
4695,1
4696,1
4697,0
4698,0
4699,1
4700,0
4701,3
4702,0
4703,0
4704,0
4705,4
4706,2
4707,0
4708,0
4709,2
4710,0
4711,0
4712,0
4713,2
4714,0
4715,1
4716,2
4717,1
4718,1
4719,1
4720,0
4721,1
4722,0
4723,1
4724,0
4725,0
4726,0
4727,2
4728,0
4729,2
4730,1
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,1
4738,0
4739,0
4740,0
4741,0
4742,1
4743,0
4744,0
4745,1
4746,2
4747,0
4748,1
4749,0
4750,0
4751,0
4752,0
4753,1
4754,0
4755,1
4756,2
4757,1
4758,0
4759,1
4760,0
4761,2
4762,0
4763,0
4764,1
4765,0
4766,0
4767,2
4768,1
4769,1
4770,2
4771,0
4772,0
4773,0
4774,1
4775,0
4776,0
4777,2
4778,0
4779,1
4780,0
4781,1
4782,0
4783,0
4784,1
4785,0
4786,1
4787,0
4788,0
4789,1
4790,0
4791,1
4792,1
4793,0
4794,0
4795,1
4796,1
4797,0
4798,0
4799,0
4800,1
4801,3
4802,1
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,1
4813,0
4814,2
4815,0
4816,1
4817,0
4818,1
4819,0
4820,1
4821,0
4822,0
4823,0
4824,0
4825,1
4826,2
4827,3
4828,1
4829,2
4830,1
4831,0
4832,0
4833,1
4834,1
4835,1
4836,1
4837,1
4838,1
4839,0
4840,2
4841,1
4842,2
4843,0
4844,0
4845,2
4846,0
4847,2
4848,0
4849,1
4850,1
4851,0
4852,2
4853,0
4854,2
4855,1
4856,0
4857,2
4858,2
4859,0
4860,0
4861,1
4862,1
4863,2
4864,1
4865,2
4866,0
4867,0
4868,2
4869,0
4870,1
4871,0
4872,0
4873,2
4874,0
4875,1
4876,2
4877,0
4878,5
4879,3
4880,3
4881,1
4882,1
4883,0
4884,1
4885,2
4886,2
4887,1
4888,0
4889,0
4890,1
4891,2
4892,0
4893,1
4894,4
4895,3
4896,0
4897,1
4898,1
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,3
4907,2
4908,1
4909,1
4910,2
4911,3
4912,1
4913,3
4914,2
4915,1
4916,0
4917,1
4918,1
4919,3
4920,1
4921,1
4922,2
4923,0
4924,0
4925,1
4926,0
4927,0
4928,1
4929,2
4930,0
4931,1
4932,1
4933,1
4934,3
4935,1
4936,0
4937,0
4938,0
4939,1
4940,0
4941,0
4942,0
4943,1
4944,1
4945,2
4946,2
4947,0
4948,1
4949,0
4950,0
4951,3
4952,1
4953,0
4954,3
4955,1
4956,0
4957,1
4958,2
4959,2
4960,1
4961,0
4962,0
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,2
4971,2
4972,0
4973,2
4974,2
4975,4
4976,1
4977,1
4978,1
4979,1
4980,1
4981,0
4982,0
4983,1
4984,1
4985,0
4986,2
4987,1
4988,1
4989,0
4990,1
4991,3
4992,1
4993,1
4994,0
4995,0
4996,1
4997,0
4998,0
4999,1
5000,1
5001,0
5002,2
5003,0
5004,3
5005,2
5006,1
5007,1
5008,2
5009,2
5010,0
5011,1
5012,4
5013,3
5014,2
5015,0
5016,1
5017,1
5018,1
5019,1
5020,2
5021,0
5022,1
5023,1
5024,0
5025,0
5026,1
5027,0
5028,1
5029,0
5030,0
5031,1
5032,1
5033,1
5034,0
5035,2
5036,0
5037,0
5038,0
5039,1
5040,2
5041,3
5042,1
5043,0
5044,1
5045,1
5046,1
5047,1
5048,0
5049,1
5050,2
5051,0
5052,0
5053,0
5054,0
5055,0
5056,2
5057,1
5058,1
5059,2
5060,0
5061,0
5062,0
5063,0
5064,0
5065,3
5066,1
5067,0
5068,0
5069,4
5070,3
5071,0
5072,1
5073,0
5074,1
5075,2
5076,0
5077,1
5078,1
5079,1
5080,1
5081,0
5082,0
5083,2
5084,0
5085,1
5086,0
5087,1
5088,1
5089,1
5090,1
5091,2
5092,1
5093,1
5094,0
5095,0
5096,1
5097,2
5098,1
5099,0
5100,3
5101,0
5102,1
5103,0
5104,3
5105,0
5106,0
5107,3
5108,0
5109,0
5110,2
5111,0
5112,1
5113,1
5114,1
5115,0
5116,4
5117,0
5118,1
5119,1
5120,1
5121,1
5122,1
5123,2
5124,1
5125,1
5126,1
5127,1
5128,0
5129,1
5130,0
5131,1
5132,0
5133,2
5134,0
5135,0
5136,0
5137,0
5138,2
5139,2
5140,1
5141,0
5142,2
5143,1
5144,1
5145,0
5146,1
5147,0
5148,1
5149,0
5150,2
5151,0
5152,2
5153,0
5154,0
5155,2
5156,0
5157,2
5158,0
5159,0
5160,2
5161,0
5162,1
5163,1
5164,0
5165,1
5166,1
5167,0
5168,3
5169,1
5170,1
5171,1
5172,0
5173,1
5174,2
5175,1
5176,1
5177,0
5178,3
5179,2
5180,2
5181,1
5182,0
5183,2
5184,1
5185,1
5186,1
5187,1
5188,2
5189,1
5190,1
5191,0
5192,0
5193,2
5194,0
5195,0
5196,1
5197,1
5198,1
5199,0
5200,3
5201,2
5202,0
5203,0
5204,2
5205,3
5206,0
5207,1
5208,1
5209,3
5210,0
5211,0
5212,0
5213,2
5214,2
5215,1
5216,1
5217,0
5218,2
5219,0
5220,1
5221,0
5222,1
5223,2
5224,2
5225,1
5226,2
5227,2
5228,0
5229,2
5230,0
5231,0
5232,0
5233,1
5234,0
5235,0
5236,1
5237,0
5238,0
5239,2
5240,0
5241,1
5242,0
5243,0
5244,1
5245,1
5246,1
5247,0
5248,2
5249,0
5250,1
5251,2
5252,0
5253,0
5254,1
5255,2
5256,2
5257,0
5258,1
5259,0
5260,0
5261,0
5262,0
5263,0
5264,1
5265,1
5266,4
5267,1
5268,2
5269,1
5270,1
5271,0
5272,2
5273,1
5274,5
5275,1
5276,0
5277,0
5278,1
5279,1
5280,1
5281,0
5282,0
5283,3
5284,1
5285,0
5286,0
5287,1
5288,1
5289,0
5290,0
5291,1
5292,3
5293,1
5294,0
5295,1
5296,1
5297,1
5298,1
5299,0
5300,0
5301,2
5302,1
5303,2
5304,0
5305,1
5306,0
5307,0
5308,0
5309,2
5310,2
5311,1
5312,1
5313,0
5314,1
5315,0
5316,1
5317,1
5318,0
5319,0
5320,0
5321,3
5322,0
5323,0
5324,4
5325,1
5326,1
5327,1
5328,2
5329,1
5330,0
5331,2
5332,2
5333,0
5334,0
5335,1
5336,0
5337,1
5338,1
5339,0
5340,1
5341,1
5342,1
5343,3
5344,0
5345,3
5346,0
5347,0
5348,3
5349,2
5350,0
5351,0
5352,2
5353,4
5354,0
5355,0
5356,1
5357,0
5358,0
5359,2
5360,1
5361,1
5362,2
5363,1
5364,1
5365,3
5366,2
5367,1
5368,0
5369,0
5370,0
5371,0
5372,0
5373,1
5374,1
5375,2
5376,0
5377,0
5378,1
5379,1
5380,1
5381,2
5382,1
5383,0
5384,0
5385,2
5386,0
5387,3
5388,0
5389,2
5390,1
5391,1
5392,0
5393,1
5394,1
5395,1
5396,1
5397,3
5398,1
5399,1
5400,1
5401,1
5402,1
5403,2
5404,0
5405,2
5406,3
5407,0
5408,0
5409,2
5410,3
5411,2
5412,2
5413,1
5414,0
5415,0
5416,2
5417,4
5418,2
5419,0
5420,0
5421,1
5422,4
5423,1
5424,1
5425,1
5426,1
5427,0
5428,2
5429,1
5430,1
5431,1
5432,0
5433,1
5434,0
5435,1
5436,2
5437,1
5438,2
5439,5
5440,0
5441,1
5442,1
5443,0
5444,1
5445,4
5446,0
5447,2
5448,2
5449,2
5450,3
5451,2
5452,2
5453,1
5454,0
5455,1
5456,0
5457,1
5458,2
5459,1
5460,1
5461,2
5462,1
5463,0
5464,3
5465,1
5466,0
5467,0
5468,1
5469,0
5470,1
5471,0
5472,1
5473,1
5474,1
5475,2
5476,0
5477,1
5478,0
5479,0
5480,1
5481,2
5482,1
5483,0
5484,0
5485,0
5486,1
5487,1
5488,2
5489,0
5490,2
5491,2
5492,2
5493,1
5494,1
5495,2
5496,0
5497,1
5498,2
5499,3
5500,2
5501,0
5502,0
5503,0
5504,1
5505,2
5506,0
5507,1
5508,0
5509,0
5510,2
5511,1
5512,1
5513,3
5514,0
5515,1
5516,0
5517,4
5518,1
5519,1
5520,1
5521,1
5522,3
5523,0
5524,0
5525,0
5526,2
5527,1
5528,1
5529,0
5530,2
5531,0
5532,0
5533,1
5534,0
5535,0
5536,3
5537,0
5538,0
5539,3
5540,3
5541,2
5542,2
5543,1
5544,2
5545,1
5546,2
5547,1
5548,2
5549,0
5550,0
5551,4
5552,2
5553,2
5554,0
5555,1
5556,1
5557,0
5558,1
5559,0
5560,0
5561,2
5562,1
5563,2
5564,4
5565,2
5566,2
5567,0
5568,2
5569,3
5570,1
5571,0
5572,1
5573,1
5574,0
5575,1
5576,0
5577,1
5578,2
5579,0
5580,0
5581,1
5582,3
5583,1
5584,0
5585,0
5586,0
5587,0
5588,1
5589,1
5590,1
5591,0
5592,0
5593,0
5594,0
5595,3
5596,0
5597,0
5598,0
5599,1
5600,1
5601,0
5602,1
5603,0
5604,1
5605,0
5606,0
5607,3
5608,2
5609,1
5610,0
5611,0
5612,0
5613,0
5614,4
5615,0
5616,1
5617,0
5618,1
5619,0
5620,0
5621,1
5622,0
5623,1
5624,2
5625,2
5626,0
5627,1
5628,0
5629,1
5630,2
5631,0
5632,1
5633,2
5634,0
5635,1
5636,1
5637,1
5638,2
5639,0
5640,1
5641,0
5642,1
5643,2
5644,1
5645,3
5646,1
5647,1
5648,3
5649,1
5650,0
5651,3
5652,2
5653,1
5654,0
5655,1
5656,1
5657,3
5658,2
5659,0
5660,2
5661,2
5662,1
5663,0
5664,0
5665,0
5666,1
5667,0
5668,1
5669,0
5670,1
5671,0
5672,1
5673,1
5674,0
5675,1
5676,1
5677,1
5678,1
5679,2
5680,0
5681,0
5682,0
5683,0
5684,0
5685,1
5686,0
5687,0
5688,0
5689,0
5690,1
5691,0
5692,0
5693,2
5694,2
5695,1
5696,0
5697,2
5698,1
5699,0
5700,0
5701,1
5702,2
5703,0
5704,2
5705,1
5706,0
5707,1
5708,0
5709,0
5710,2
5711,1
5712,1
5713,1
5714,1
5715,2
5716,0
5717,1
5718,1
5719,0
5720,0
5721,2
5722,0
5723,1
5724,1
5725,0
5726,0
5727,1
5728,0
5729,0
5730,1
5731,0
5732,2
5733,2
5734,2
5735,1
5736,2
5737,0
5738,1
5739,1
5740,1
5741,2
5742,1
5743,1
5744,1
5745,2
5746,2
5747,0
5748,0
5749,0
5750,1
5751,1
5752,2
5753,1
5754,0
5755,0
5756,2
5757,3
5758,0
5759,0
5760,0
5761,2
5762,1
5763,0
5764,0
5765,0
5766,1
5767,1
5768,3
5769,1
5770,0
5771,0
5772,1
5773,0
5774,0
5775,0
5776,1
5777,0
5778,2
5779,1
5780,1
5781,3
5782,2
5783,0
5784,0
5785,0
5786,1
5787,0
5788,1
5789,1
5790,1
5791,1
5792,1
5793,2
5794,0
5795,0
5796,1
